,kH,kHe,kHeII,hH,hHe,hHeII,nhH,nhHe,nhHeII
9.8,4504.80821618,40520.0816872,108864.756825,8.98440491307e-06,8.02738510184e-05,0.000211269981435,56687.7626568,50649.3758698,133.302346454
10.0,4504.80821618,40520.0816872,108864.756825,8.98440491307e-06,8.02738510184e-05,0.000211269981435,89844.0491307,80273.8510184,211.269981435
10.2,4504.80821618,40520.0816872,108864.756825,8.98440491307e-06,8.02738510184e-05,0.000211269981435,142393.22185,127225.480012,334.840355347
10.4,4504.80821618,40520.0816872,108864.756825,8.98440491307e-06,8.02738510184e-05,0.000211269981435,225678.047963,201638.797178,530.686199751
10.6,4504.80821618,40520.0816872,108864.756825,8.98440491307e-06,8.02738510184e-05,0.000211269981435,357675.601905,319575.956984,841.080945318
10.8,4504.80821618,40520.0816872,108864.756825,8.98440491307e-06,8.02738510184e-05,0.000211269981435,566877.626568,506493.758698,1333.02346454
11.0,4504.80821618,40520.0816872,108864.756825,8.98440491307e-06,8.02738510184e-05,0.000211269981435,898440.491307,802738.510184,2112.69981435
11.2,4504.80821618,40520.0816872,108864.756825,8.98440491307e-06,8.02738510184e-05,0.000211269981435,1423932.2185,1272254.80012,3348.40355347
11.4,4504.80821618,40520.0816872,108864.756825,8.98440491307e-06,8.02738510184e-05,0.000211269981435,2256780.47963,2016387.97178,5306.86199751
11.6,4504.80821618,40520.0816872,108864.756825,8.98440491307e-06,8.02738510184e-05,0.000211269981435,3576756.01905,3195759.56984,8410.80945318
11.8,4504.80821618,40520.0816872,108864.756825,8.98440491307e-06,8.02738510184e-05,0.000211269981435,5668776.26568,5064937.58698,13330.2346454
12.0,4504.80821618,40520.0816872,108864.756825,8.98440491307e-06,8.02738510184e-05,0.000211269981435,8984404.91307,8027385.10184,21126.9981435
12.2,4504.80821618,40520.0816872,108864.756825,8.98440491307e-06,8.02738510184e-05,0.000211269981435,14239322.185,12722548.0012,33484.0355347
