1.00000000e+02 2.67110813e-41
9.99839968e+01 2.69411646e-41
9.99679936e+01 2.71732287e-41
9.99519904e+01 2.74072907e-41
9.99359872e+01 2.76433678e-41
9.99199840e+01 2.78814774e-41
9.99039808e+01 2.81216369e-41
9.98879776e+01 2.83638640e-41
9.98719744e+01 2.86081764e-41
9.98559712e+01 2.88545921e-41
9.98399680e+01 2.91031293e-41
9.98239648e+01 2.93538060e-41
9.98079616e+01 2.96066409e-41
9.97919584e+01 2.98616524e-41
9.97759552e+01 3.01188592e-41
9.97599520e+01 3.03782803e-41
9.97439488e+01 3.06399347e-41
9.97279456e+01 3.09038416e-41
9.97119424e+01 3.11700204e-41
9.96959392e+01 3.14384906e-41
9.96799360e+01 3.17092720e-41
9.96639328e+01 3.19823845e-41
9.96479296e+01 3.22578481e-41
9.96319264e+01 3.25356830e-41
9.96159232e+01 3.28159096e-41
9.95999200e+01 3.30985485e-41
9.95839168e+01 3.33836205e-41
9.95679136e+01 3.36711465e-41
9.95519104e+01 3.39611477e-41
9.95359072e+01 3.42536452e-41
9.95199040e+01 3.45486606e-41
9.95039008e+01 3.48462156e-41
9.94878976e+01 3.51463320e-41
9.94718944e+01 3.54490318e-41
9.94558912e+01 3.57543372e-41
9.94398880e+01 3.60622708e-41
9.94238848e+01 3.63728550e-41
9.94078816e+01 3.66861128e-41
9.93918784e+01 3.70020670e-41
9.93758752e+01 3.73207409e-41
9.93598720e+01 3.76421580e-41
9.93438688e+01 3.79663417e-41
9.93278656e+01 3.82933159e-41
9.93118624e+01 3.86231046e-41
9.92958592e+01 3.89557321e-41
9.92798560e+01 3.92912226e-41
9.92638528e+01 3.96296010e-41
9.92478496e+01 3.99708919e-41
9.92318464e+01 4.03151206e-41
9.92158432e+01 4.06623121e-41
9.91998400e+01 4.10124921e-41
9.91838368e+01 4.13656862e-41
9.91678336e+01 4.17219205e-41
9.91518304e+01 4.20812209e-41
9.91358272e+01 4.24436139e-41
9.91198240e+01 4.28091261e-41
9.91038208e+01 4.31777844e-41
9.90878176e+01 4.35496158e-41
9.90718144e+01 4.39246475e-41
9.90558112e+01 4.43029072e-41
9.90398080e+01 4.46844226e-41
9.90238048e+01 4.50692217e-41
9.90078016e+01 4.54573328e-41
9.89917984e+01 4.58487843e-41
9.89757952e+01 4.62436049e-41
9.89597920e+01 4.66418237e-41
9.89437888e+01 4.70434700e-41
9.89277856e+01 4.74485730e-41
9.89117824e+01 4.78571627e-41
9.88957792e+01 4.82692690e-41
9.88797760e+01 4.86849222e-41
9.88637728e+01 4.91041527e-41
9.88477696e+01 4.95269913e-41
9.88317664e+01 4.99534691e-41
9.88157632e+01 5.03836174e-41
9.87997600e+01 5.08174677e-41
9.87837568e+01 5.12550519e-41
9.87677536e+01 5.16964022e-41
9.87517504e+01 5.21415508e-41
9.87357471e+01 5.25905305e-41
9.87197439e+01 5.30433742e-41
9.87037407e+01 5.35001152e-41
9.86877375e+01 5.39607870e-41
9.86717343e+01 5.44254233e-41
9.86557311e+01 5.48940584e-41
9.86397279e+01 5.53667265e-41
9.86237247e+01 5.58434625e-41
9.86077215e+01 5.63243012e-41
9.85917183e+01 5.68092779e-41
9.85757151e+01 5.72984283e-41
9.85597119e+01 5.77917883e-41
9.85437087e+01 5.82893940e-41
9.85277055e+01 5.87912820e-41
9.85117023e+01 5.92974890e-41
9.84956991e+01 5.98080524e-41
9.84796959e+01 6.03230094e-41
9.84636927e+01 6.08423980e-41
9.84476895e+01 6.13662562e-41
9.84316863e+01 6.18946224e-41
9.84156831e+01 6.24275355e-41
9.83996799e+01 6.29650346e-41
9.83836767e+01 6.35071590e-41
9.83676735e+01 6.40539486e-41
9.83516703e+01 6.46054435e-41
9.83356671e+01 6.51616842e-41
9.83196639e+01 6.57227114e-41
9.83036607e+01 6.62885664e-41
9.82876575e+01 6.68592906e-41
9.82716543e+01 6.74349260e-41
9.82556511e+01 6.80155147e-41
9.82396479e+01 6.86010995e-41
9.82236447e+01 6.91917232e-41
9.82076415e+01 6.97874291e-41
9.81916383e+01 7.03882611e-41
9.81756351e+01 7.09942631e-41
9.81596319e+01 7.16054797e-41
9.81436287e+01 7.22219556e-41
9.81276255e+01 7.28437362e-41
9.81116223e+01 7.34708670e-41
9.80956191e+01 7.41033941e-41
9.80796159e+01 7.47413638e-41
9.80636127e+01 7.53848229e-41
9.80476095e+01 7.60338187e-41
9.80316063e+01 7.66883988e-41
9.80156031e+01 7.73486112e-41
9.79995999e+01 7.80145044e-41
9.79835967e+01 7.86861271e-41
9.79675935e+01 7.93635287e-41
9.79515903e+01 8.00467589e-41
9.79355871e+01 8.07358677e-41
9.79195839e+01 8.14309058e-41
9.79035807e+01 8.21319241e-41
9.78875775e+01 8.28389740e-41
9.78715743e+01 8.35521075e-41
9.78555711e+01 8.42713768e-41
9.78395679e+01 8.49968347e-41
9.78235647e+01 8.57285344e-41
9.78075615e+01 8.64665295e-41
9.77915583e+01 8.72108743e-41
9.77755551e+01 8.79616234e-41
9.77595519e+01 8.87188317e-41
9.77435487e+01 8.94825548e-41
9.77275455e+01 9.02528488e-41
9.77115423e+01 9.10297702e-41
9.76955391e+01 9.18133759e-41
9.76795359e+01 9.26037234e-41
9.76635327e+01 9.34008708e-41
9.76475295e+01 9.42048763e-41
9.76315263e+01 9.50157992e-41
9.76155231e+01 9.58336987e-41
9.75995199e+01 9.66586350e-41
9.75835167e+01 9.74906684e-41
9.75675135e+01 9.83298601e-41
9.75515103e+01 9.91762716e-41
9.75355071e+01 1.00029965e-40
